id,image,name,team,edition,ability,firstNightReminder,otherNightReminder,reminders,remindersGlobal,firstNight,otherNight,flavor,note
apprentice,,견습생,traveler,bmr,첫 번째 밤에 당신은 마을 주민 능력(선한 경우) 또는 하수인 능력(악한 경우)을 얻습니다.,"견습생에게 '당신은' 카드를 보여준 다음, 마을 주민 또는 하수인 토큰을 보여줍니다. 그리모어에서 견습생 토큰을 해당 캐릭터 토큰으로 교체하고, 견습생의 '견습생임' 리마인더를 해당 캐릭터 토큰 옆에 놓습니다.",,견습생임,,,,,
bishop,,주교,traveler,bmr,오직 이야기꾼만이 지명할 수 있습니다. 매일 최소 1명의 반대 진영 참가자가 지명되어야 합니다.,,,"선한 자 지명,악한 자 지명",,,,,
basilisk_hp2_1,,바실리스크,minion,hp,"매일 밤 참가자 한 명을 선택할 수 있습니다. 선택된 참가자가 자신의 능력으로 그날 밤에 깨어날 예정이었다면 죽고, 깨어나지 않았다면 당신이 살아있는 동안 깨어날 수 없게 됩니다. 깨어날 때마다 이 사실을 알게 됩니다. 선택한 참가자가 해리 포터라면 대신 당신이 죽습니다.",,깨워서 참가자를 선택하게 합니다.,"석화됨, 죽음",,,,"바실리스크의 시선은 치명적이며, 그 눈빛과 마주친 모든 이는 즉시 죽음을 맞이하리라.",
bellatrix_hp2_1,,벨라트릭스,minion,hp,"2일차 밤 이후, 지명 전에 벨라트릭스라고 주장할 수 있습니다. 주장하면 선한 참가자 한 명이 어떤 이유로든 죽지 않을 상황이어도 죽습니다. 처형당할 때 다른 생존한 악의 세력이 모두 투표하지 않으면 죽지 않습니다.",,,,,,,시리우스 블랙을 내가 죽였다!,
dobby_hp2_1,,도비,outsider,hp,"주인이 될 참가자를 선택하고 시작합니다. 주인이 죽을 위험에 처하면 대신 당신이 죽습니다. 주인은 이야기꾼에게 가서 당신을 자유롭게 해줄 수 있고, 자유가 되면 밤에 다시 이 능력을 사용할 수 있습니다.","깨워서 주인으로 삼을 참가자를 선택하게 합니다.
","도비가 자유의 몸이라면 깨웁니다.
","주인, 자유",,,,주인님이 도비에게 양말을 주셨어요. 도비는 이제 자유로운 집요정이에요!,
dobbybellatrix_hp2_1,,도비와 벨라트릭스,jinxes,hp,"벨라트릭스의 능력으로 죽을 예정인 참가자가 도비의 주인이라면, 대신 도비가 죽습니다. 도비가 자유의 몸이라면 선택된 참가자 대신 죽을지 선택할 수 있습니다.",,,,,,,,
dracomalfoy_hp2_1,,드레이코 말포이,outsider,hp,악으로 시작합니다. 매일 밤 루시우스 말포이와 해리 포터 중 살아있는 사람은 당신이 누구인지 추측할 수 있습니다. 먼저 맞힌 사람의 진영으로 영구적으로 바뀝니다. 루시우스가 먼저 추측합니다.,"드레이코가 이미 정체가 밝혀졌더라도, 루시우스(생존 시)를 먼저 깨우고 그 다음 해리(생존 시)를 깨웁니다.","드레이코가 이미 정체가 밝혀졌더라도, 루시우스(생존 시)를 먼저 깨우고 그 다음 해리(생존 시)를 깨웁니다.",포섭됨,,,,"엄마가 몰래 엿듣는 건 무례하다고 안 가르치셨나 보네, 포터?",
dumbledore_hp2_1,,덤블도어,townsfolk,hp,"밤에 죽으면 참가자 한 명을 선택할 수 있고, 선택된 참가자는 당신의 정체를 알게 됩니다. 선택된 참가자가 악의 세력이라면 내일 낮과 밤까지 취한 상태가 됩니다.",,"죽임을 당했다면 깨워서 참가자 선택을 요청합니다.
",오늘 죽음,취함,,,"호기심은 죄가 아니란다. 하지만 우리는 호기심을 다룰 때 신중해야 한단다. 그래, 정말로.",
fawkes_hp2_1,,폭스,townsfolk,hp,당신의 이웃은 중독되지 않습니다. 밤에 죽으면 당신을 죽인 참가자의 직업 유형을 알 수 있고 다음 날 밤이 시작되면 부활합니다. 부활 후 능력을 잃습니다.,,죽임을 당했다면 깨워서 죽인 사람의 직업 유형을 보여줍니다. 다음 날 밤에 부활시킵니다.,"오늘 밤 부활, 부활 완료",,,,며칠 째 끔찍한 모습이었어. 얼른 부활하라고 계속 말했다고.,
grindelwald_hp2_1,,그린델왈드,minion,hp,"매일 밤* 죽은 사람을 선택해서 그 사람의 능력을 사용할 수 있습니다. 어둠의 왕이 처형되더라도 하룻밤 더 진행합니다. 밤에 어둠의 왕을 선택하면, 새 어둠의 왕이 되며 죽음은 이야기꾼이 정합니다.",,깨워서 죽은 참가자 중 한 명을 선택하게 합니다.,능력 탈취,,,,마법은 오직 특별한 영혼에서만 피어나지... 하지만 우린 여전히 그림자 속에 숨어있어야 해. 옛 방식은 더 이상 우리에게 도움이 되지 않아.,
hagrid_hp2_1,,해그리드,townsfolk,hp,"매일 밤 참가자 한 명을 선택하여 론, 헤르미온느, 해리인지 알게됩니다. 만약 셋 중 하나라면 호크룩스를 가지고 있는지도 알게됩니다. (1 = 있음, 0 = 없음)","깨워서 참가자 한 명을 선택하게 합니다.
",깨워서 참가자 한 명을 선택하게 합니다.,해그리드 방문함,,,,"폭풍이 다가오고 있다, 해리. 그때를 위해 우리 모두 준비하고 있어야 해.",
harrypotter_hp2_1,,해리 포터,townsfolk,hp,"어둠의 왕에 의해 처음으로 죽게될 때, 죽지 않고 모든 악의 세력이 다음날까지 취한 상태가 됩니다. 어둠의 왕은 당신이 게임에 참여하고 있다는 것을 압니다. [+1 호크룩스]","볼드모트 경을 깨워 해리 포터에 대해 알립니다.
",,"살아남음, 어둠의 왕 약해짐",,,,살아남은 아이,
hermione_hp2_1,,헤르미온느,townsfolk,hp,"참가자 한 명을 선택하여 마을 주민, 외지인, 하수인 중 하나임을 알고 게임을 시작합니다. 어둠의 왕은 마을 주민으로 보입니다. 낮에 누군가의 발언을 공개적으로 정정하면 이야기꾼이 그날 밤 추가 능력 사용 기회를 줄 수 있습니다.","깨워서 어떤 참가자를 선택할지 물어보고, 직업 유형을 보여줍니다.",누군가의 말을 정정했다면: 깨워서 어떤 참가자를 선택할지 물어보고 그 직업 유형을 보여줍니다.,정정함,,,,"너희 둘이 괜찮다면, 난 이만 자러 갈게. 너희가 또 우리를 죽일 뻔한 멋진 아이디어를 내거나 - 더 최악인 퇴학당하게 되기 전에.",
lockhart_hp2_1,,록하트,outsider,hp,마을 주민이라고 착각하고 있습니다. 낮에 능력을 사용했다고 주장하거나 시도하면 처형 당할 수 있습니다. 거짓말이더라도 마찬가지입니다.,,,,록하트임,,,"어, 중요한 건, 어, 이제 전혀 아프지 않다는 거예요. 그리고 아주 분명히, 뼈는 부러지지 않았어요.",
lordvoldemort_hp2_1,,볼드모트 경,demon,hp,"매일 밤*, 한 명을 선택해 죽입니다. (기본 하수인 수 - 1)만큼 선한 참가자들이 호크룩스를 갖고, 어둠의 왕은 누가 가졌는지 알고 시작합니다. 어둠의 왕은 모든 호크룩스가 파괴되어야 죽을 수 있습니다. 호크룩스를 가진 선한 참가자가 죽거나 처형되면 호크룩스가 대신 파괴됩니다. [내기니 추가]",깨워서 호크룩스를 소지한 모든 참가자를 알려줍니다.,깨워서 누군가를 죽이게 합니다.,호크룩스,,,,나는 불멸로 가는 길을 그 누구보다 멀리 걸어왔다...,
luciusmalfoy_hp2_1,,루시우스 말포이,minion,hp,"모든 능력에 거짓으로 간주될 수 있습니다. [+1 외지인, +1 드레이코 말포이]",,,,,,,"자, 자 드레이코. 얌전히 굴도록 해.",
lunalovegood_hp2_1,,루나 러브굿,townsfolk,hp,매일 낮에 이야기꾼을 찾아가면 참가자 두 명을 알게 됩니다. 그 중 한 명은 이야기꾼이 생각하기에 어제 낮/밤동안 선한 팀에 가장 긍정적인 영향을 준 참가자입니다.,,"그리모어에 통찰력 토큰으로 표시합니다.
",통찰력,,,,몽유병이 있어요. 그래서 잠잘 때도 신발을 신고 자는 거예요.,
madeyemoody_hp2_1,,매드아이 무디,townsfolk,hp,"매일 어제와 다른 참가자를 악하다고 광적으로 설득한다면, 그날 밤 그 참가자의 진영을 알 수도 있습니다.",,광기 조건을 충족했다면 깨워서 무디가 선택했던 참가자의 진영을 알려줍니다.,무디의 시선,,,,밤 산책만큼... 아이디어를 떠오르게 하는 건 없지.,
mcgonagall_hp2_1,,맥고나걸,townsfolk,hp,"매일 밤, 마을 주민 직업 하나를 선택할 수 있습니다. 그날 밤에만 그 직업의 능력을 얻습니다. 만약 선택한 마을 주민이 게임에 참가중이라면 그 마을주민은 당신이 죽을 때까지 취한 상태가 됩니다. (중복 직업 선택 불가)","깨워서 능력을 사용할지 묻고, 사용한다면 어떤 직업을 선택할지 물어봅니다. 게임에 있는 선택된 직업은 '징계' 상태로 표시합니다.","깨워서 능력을 사용할지 묻고, 사용한다면 어떤 직업을 선택할지 물어봅니다. 게임에 있는 선택된 직업은 '징계' 상태로 표시합니다.",징계,,,,"말포이 군, 제 말을 정확히 들었을 겁니다. 의도가 고귀했다 해도, 당신도 취침 시간 이후에 돌아다녔죠. 반 친구들과 함께 징계를 받게 될 겁니다.",
nagini_hp2_1,,내기니,minion,hp,호크룩스를 가지고 시작합니다. 매일 밤 참가자 한 명을 선택해 그날 밤부터 다음 날 낮까지 중독시킵니다. 네빌을 선택하면 네빌은 이 사실을 알게 됩니다.,누구를 먼저 중독시킬지 선택하게 합니다.,누구를 중독시킬지 선택하게 합니다. 네빌이 내기니에게 선택되었다면 알려줍니다(여전히 중독 상태가 됩니다).,,,,,"볼드모트의 뱀 알지, 네빌? 거대한 뱀이 있어... 내기니라고 부르지... 반드시 죽여야 해.",
neville_hp2_1,,네빌 롱바텀,townsfolk,hp,"게임 중 한 번, 낮에 공개적으로 참가자 한 명을 선택할 수 있습니다. 선택된 참가자가 하수인이라면 죽습니다.",,,능력 없음,,,,사람들은 매일 죽어가... 하지만 여전히 우리와 함께 있어... 바로 여기.,
newtscamander_hp2_1,,뉴트 스캐맨더,traveler,hp,게임 시작 시 이야기꾼을 찾아가 마법 생물에 대해 이야기를 나눕니다. 이야기꾼은 그 마법 생물을 바탕으로 능력을 부여합니다.,,,,,,,"유니콘의 뿔과 피, 그리고 털은 모두 강력한 마법적 특성을 지니고 있지.",
remuslupin_hp2_1,,리무스 루핀,townsfolk,hp,"매일 밤* 생존자 중 한 명을 선택합니다. 선하다면 그 참가자는 내일 밤에 죽고, 악하다면 당신은 그날 밤 취한 상태가 됩니다. 당신의 능력으로 인해 누군가가 죽는 밤에는 다른 참가자들은 죽을 수 없습니다.",깨워서 참가자를 선택하게 합니다.,깨워서 참가자를 선택하게 합니다. 이전에 선택된 참가자가 선한 사람이면 죽습니다. 오늘 밤에는 이 참가자만 죽을 수 있습니다.,"선택, 취함",,,,"매일 사람들이 사라지고 있어. 우리가 서로 싸우기 시작하면, 우린 끝장이야.",
ronweasley_hp2_1,,론 위즐리,townsfolk,hp,매일 밤 악의 세력이 선택한 참가자 한 명을 알 수 있습니다.,깨워서 오늘 밤 악의 세력이 선택한 참가자를 알려줍니다.,깨워서 오늘 밤 악의 세력이 선택한 참가자를 알려줍니다.,확인함,,,,흰색말이 먼저 움직이지. 그리고 나서... 우리가 움직이는 거야.,
scabbers_hp2_1,,스캐버스,outsider,hp,매일 낮 자신을 제외한 생존자 중 한 명의 선한 역할을 공개적으로 추측해야 합니다. 틀리면 마지막으로 추측했던 선한 생존자는 스캐버스가 다시 추측할 때까지 취한 상태가 될 수 있습니다. 모든 생존자를 추측하면 스캐버스는 영구적으로 취한 상태가 됩니다. 이 능력은 죽어도 계속됩니다.,,,"배신당함, 취함",,,,나는 엄숙히 맹세합니다. 나는 절대 좋은 일을 하지 않을 것이다.,
siriusblack_hp2_1,,시리우스 블랙,townsfolk,hp,"인간 형태로 시작합니다. 매일 밤 취함/중독 상태더라도 애니마구스로 변신할 수 있지만, 다시 인간이 될 순 없습니다. 애니마구스일 땐 처형으로만 죽습니다. 인간일 때 밤에 죽으면 참가자 두 명을 선택하고, 그 중 몇 명이 악의 세력이거나 호크룩스를 갖고 있는지 알게됩니다.","깨워서 변신할지 물어봅니다.
","깨워서 변신할지 물어봅니다. 인간 형태로 밤에 죽었다면 깨워서 참가자 2명을 선택하게 하고, 선택된 참가자들이 악의 세력이거나 호크룩스를 가졌는지에 따라 0, 1, 2를 보여줍니다.","애니마구스 형태, 인간 형태",,,,너는 이해 못 해. 목숨을 바칠 만한 가치가 있는 것들이 있다고!,
snape_hp2_1,,스네이프,townsfolk,hp,매일 밤 자신을 제외한 참가자 한 명을 선택합니다. 선택된 참가자는 그날 밤부터 내일 낮까지 하수인의 능력으로부터 보호됩니다.,"깨워서 참가자 선택을 요청합니다.
","깨워서 참가자를 선택하게 합니다.
",보호함,,,,"어둠의 마법은 다양하고, 끊임없이 변화하며, 영원해. 그것과 싸우는 건 많은 머리를 가진 괴물과 싸우는 것과 같지. 목을 자를 때마다 이전보다 더 사나운, 더 영리한 머리가 자라나는.",
thedeatheaters_hp2_1,,죽음을 먹는 자들,demon,hp,"매일 밤*, 모든 생존한 하수인들이 죽일 사람을 정합니다. 모든 하수인이 죽으면 게임이 끝납니다. 모든 하수인들은 악한 마을주민 직업을 알고 시작합니다. [악한 마을주민 +1]",모든 하수인을 깨워 마을 주민 직업 하나를 보여줍니다. 이것이 그들이 악으로 만든 마을 주민입니다.,모든 하수인을 깨워 죽일 참가자를 투표로 정하게 합니다.,어둠의 왕,,,,그가 사람들을 조종해서 끔찍한 일들을 하게 만들 수 있다는 걸 알잖아. 스스로를 멈출 수도 없이.,
tomriddle_hp2_1,,톰 리들,demon,hp,"매일 밤*, 한 명을 선택해 죽입니다. 외지인을 선택했다면 한 명 더 선택할 수 있습니다. [외지인 +1]",,깨워서 누군가를 죽이게 합니다.,,,,,"나를 못살게 구는 사람들에게 나쁜 일이 일어나게 할 수 있어. 내가 원하면, 그들을 고통스럽게 할 수 있지.",
youknowwho_hp2_1,,그 사람,demon,hp,"매일 밤* 한 명을 선택해 죽입니다. 자살하면 하수인 한 명이 어둠의 왕이 됩니다. 금기어를 알고 시작하며, 선한 참가자가 그 단어를 말하면 죽을 수 있습니다.","깨워서 금기어를 알려줍니다.
",깨워서 누군가를 죽이게 합니다.,금기어 발설,,,,그래. 내가 어떻게 되었는지 보이나? 살아남기 위해 무엇을 해야 하는지 보이나? 다른 이에게 기생하며 살아가는 단순한 기생충으로!,
barnacle,,따개비,outsider,HSoM,"첫날 밤, 참가자 한 명을 선택하며 선택한 참가자가 투표할 때만 투표할 수 있습니다. 당신이 죽더라도, 선택한 참가자가 이기는 경우 승리합니다.",참가자를 선택하게 하세요. :reminder:,,달라붙음,,,,,
boatswain,,갑판장,townsfolk,HSoM,게임 시작 시 연달아 앉아있는 선한 진영 참가자들 중 가장 큰 그룹의 인원 수를 알게 됩니다.,몇명인지 알려주세요.,,,,,,,
buccaneer,,카리브 해적,townsfolk,HSoM,"매일 밤*, 자신을 제외한 두명의 참가자를 선택합니다. 만약 둘의 진영이 서로 다르다면, 당신은 죽습니다.",,"두명의 참가자(본인제외)를 선택하게 하세요, 선택한 참가자들의 팀(선,악)이 다르다면, 해적을 사망 시키세요. :reminder:","생존, 사망",,,,,
calypso,,칼립소,,HSoM,"매일 밤, 3명의 참가자를 선택합니다. 전날 밤에 첫 번째로 선택했던 참가자가 죽습니다. 만약 그 참가자가 오늘 처형되었다면, 나머지 두 명이 오늘 밤에 죽습니다.",3명 고르게 하세요. :reminder: :reminder: :reminder:,첫번째 참가자가 오늘 낮에 '처형' 됐다면 다른 두 명을 더 '사망'시키세요. 아니라면 첫번째 참가자를 '사망'시킵니다. 이 후 3명을 고르세요. :reminder: :reminder: 칼립소3명. :reminder: :reminder: :reminder:,"1번, 2번, 3번, 사망, 사망, 사망",,,,,
captain,,선장,,HSoM,"매일 밤*, 자신을 제외한 2명의 참가자를 선택합니다. 첫 번째 참가자가 오늘 밤 죽는다면, 대신 두 번째 참가자가 죽습니다. 만약 악마가 이 능력으로 죽게 된다면, 오늘 밤의 죽음은 이야기꾼이 정합니다.",,선장이 2명을 고르게 하세요. 첫번째는 '보호'토큰을 두번째는 '표적 '토큰을 놓으세요. :reminder: :reminder:,"보호, 표적, 사망",,,,,
corsair,,지중해 해적,,HSoM,밤에 죽으면 참가자 한 명과 마을주민 직업 하나를 선택합니다. 선택된 참가자가 악마가 아니라면 그 마을주민으로 변경됩니다.,,"지중해 해적이 밤에 '사망'하면, 참가자와 마을주민을 고르게 하고, 악마가 아니라면 그 참가자의 캐릭터를 바꾸세요.",,,,,,
deckhand,,갑판원,,HSoM,"게임 시작 시 게임 중인 캐릭터 하나를 알게 됩니다. 만약 오늘 당신이 알게 된 캐릭터가 처형되어 죽었다면, 오늘 밤 다른 진영의 게임 중인 캐릭터 하나를 알게 됩니다.",플레이중인 캐릭터 하나를 알려주세요. :reminder:,"알려준 캐릭터가 죽는다면, 다른 진영(선,악)의 캐릭터를 알려줍니다. :reminder:","알게됨, 오늘 죽음",,,,,
firstmate,,1등 항해사,,HSoM,"게임에서 한 번, 밤에 (ㄴ), (ㅅ),(ㅣ)를 선택하면 게임 중인 캐릭터들의 이름에 해당 글자가 포함된 수를 알게 됩니다.
",능력을 쓸지 물어보세요. 쓴다면 숫자로 알려주세요 :reminder:,능력을 쓸지 물어보세요. 쓴다면 숫자로 알려주세요 :reminder:,능력 없음,,,,,
flesheater,,살점 포식자,,HSoM,"매일 밤, 참가자 한 명을 선택할 수 있습니다. 해당 참가자의 마을주민 능력은 다음 밤이 되기전까지 거짓 정보를 제공합니다. 만약 그날 밤에 죽어야 할 참가자라면, 하루 뒤 밤에 죽게 됩니다.","매일 밤, 참가자를 선택하게 하세요. 선택된 참가자가 마을주민이라면 황혼까지 잘못된 정보를 제공해야합니다. :reminder:","매일 밤, 참가자를 선택하게 하세요. 선택된 참가자가 마을주민이라면 황혼까지 잘못된 정보를 제공해야합니다. 그가 오늘 밤 '사망' 한다면 ,대신 다음 밤 '사망'처리 됩니다. :reminder: 살점포식자에게 한입 먹힌 참가자는 그날 밤 죽을 수 없습니다. 다음 밤에 '사망'시키세요. :reminder:","한입, 사망",,,,,
grogblossom,,딸기코,,HSoM,"당신은 마을주민이라고 생각하지만, 사실은 딸기코입니다. 당신은 악한 진영으로 간주되며 하수인 또는 외지인으로 보일 수 있습니다.",,,,딸기코,,,,
hermitcrab,,소라게,,HSoM,생존자가 3명만 남았을 때 당신이 한 번도 참가자를 지명한 적이 없다면: 소라게 팀이 승리하게 [외지인 +1],,,지명했음,,,,인격이란 가면 뒤에는 그 가면을 다루는 영혼이 존재한다. 때로는 그 영혼이 가면을 벗고 심연과 마주할 때가 오느니...,
kraken,,크라켄,,HSoM,"매일 밤*, 참가자 한 명을 선택해서 죽입니다. 처음 외지인을 죽였을 경우, 그 외지인의 살아있는 선한 이웃 중 한 명이 함께 죽습니다. [외지인 -1 또는 +1]",,"매일 밤, 참가자를 선택해 '사망'시킵니다.. 선택한 참가자가 외지인이라면 외지인의 살아있는 선한 이웃 한명을 더 죽입니다.(최초 1번) . :reminder:","사망, 사망",,,,,
landlubber,,풋내기 선원,,HSoM,"매일 밤*, 만약 당신이 오늘 하수인을 지명했다면, 당신은 죽습니다.",,그가 지명한 참가자가 하수인이라면 '사망'시키세요. :reminder:,사망,,,,,
mermaid,,인어,,HSoM,인어와 악마를 제외하고 인어를 지명한 사람은 인어가 다시 지명될 때까지 만취 상태가 됩니다. 이는 인어가 죽은 후에도 유지됩니다.,,,만취,,,,,
mysticpriestess,,비밀 여사제,,HSoM,"악한 참가자가 낮에 악마를 지명하면, 지명된 악마는 당신과 캐릭터를 교체하고 다음날 아침까지 '중독'됩니다. 생존자가 4명 이하라면 이 능력을 잃습니다.",,,"능력 없음, 오늘밤 바꿈, 오늘밤 바꿈",,,,,
navigator,,항해사,,HSoM,"게임 시작 시 3명의 참가자를 알게 됩니다. 마을주민 1명, 외지인 1명, 하수인 1명입니다. (순서 임의) [외지인 -1 또는 +1]
","마을주민, 외지인, 하수인 3명을 각각 지명하세요.(순서 임의)",,"알려줌, 알려줌, 알려줌",,,,,
oldseadog,,노련한 선원,,HSoM,"게임 시작 시 5개의 캐릭터를 알게 됩니다. 2개는 게임에 참가중인 캐릭터, 3개는 게임에 참가중이지 않은 캐릭터입니다.","노련한 선원을 깨워 캐릭터 토큰 5개를 (참가 2개, 미참가 3개) 보여주세요.",,,,,,,
powdermonkey,,화약 운반수,,HSoM,"첫째 날, 공개적으로 2명의 참가자를 선택합니다. 둘 중 하나가 하수인이라면, 당신과 선택된 하수인은 오늘 밤 죽습니다.",,선택한 참가자 중에 하수인이 있다면 화약운반수와 하수인 둘다 죽이세요. :reminder: :reminder:,"사망, 사망",,,,,
privateer,,사략선 해적,,HSoM,"매일 낮 이야기꾼으로부터 과제를 받을 수 있습니다. 매일 밤*, 이전 과제를 완료했다면 게임 중인 캐릭터 하나를 알게 됩니다.",,과제를 달성하면 캐릭터 하나를 알려주세요.,과제 성공,,,,,
rusalka,,루살카,,HSoM,"당신은 자신의 능력이 무엇인지 모르지만, 매일 밤 힌트를 얻습니다. 선한 참가자 1명이 당신의 능력을 알고 있습니다. 그 사람이 루살카가 게임에 있다는 것을 밝힐 경우 당신은 자신의 능력을 알게 됩니다.",루살카에게 능력의 힌트를 알려주세요. 선한 참가자를 깨워 루살카가 있음을 알려주세요. :reminder:,"루살카에게 능력의 힌트를 알려주세요. 루살카에게 고르게 하거나, 능력에 기반한 정보를 제공하시거나 하세요. :reminder:","저주, 사망",,,,,
seaspirit,,바다 정령,,HSoM,"첫날 밤 선한 참가자 한 명을 선택하여 중독시킵니다. 중독된 선한 참가자를 포함 3명만 살아남은 경우, 당신이 이미 죽었더라도 당신의 팀이 승리합니다. 선한 참가자 1명은 바다 정령이 게임에 참가중임을 알고 있습니다.",바다정령을 깨워서 선한 참가자를 중독 시키세요. 선한 참가자를 깨워서 바다정령의 있음을 알려주세요. :reminder:,,"중독, 알고있음",,,,,
stowaway,,밀항자,,HSoM,"게임에 참가중인 마을주민 중 하나라고 광적으로 설득한다면 당신은 밤에 죽지 않습니다. 당신이 죽으면, 모든 하수인들은 매일 밤 그리모어를 봅니다.",,밀항자가 '사망'했다면 하수인들을 깨워 그리모어를 보여주세요.,그리모어 보여줌,,,,,
umibozu,,우미보즈,,HSoM,"매일 밤*, 한 명을 선택해서 죽입니다. 두 우미보즈가 서로 다른 대상을 고르면 능력은 발동되지 않습니다. 당신은 하수인처럼 보일 수 있습니다. [하수인 중 한 명을 우미보즈로 변경]",,우미보즈가 참가자를 선택하게 하세요. :reminder:,사망,,,,,
undeadpirate,,언데드 해적,,HSoM,"처형되어 죽은 날 밤, 살아있는 선한 이웃 중 한 명을 선택해서 죽일 수 있습니다.",,"처형으로 '사망'하면, 오늘 밤 살아있는 선한 이웃을 선택하게 하세요. 그는 '사망'합니다. :reminder:","능력 없음, 사망",,,,,
wench,,여급,,HSoM,매일 낮 이야기꾼으로부터 비밀리에 살아있는 이웃 참가자들에 대한 진실된 정보를 하나 얻을 수 있습니다.,,,,,,,,
beedrill,,독침붕,demon,pokemon1,"매일 밤*, 참가자 1명을 선택해 자연으로 돌려보냅니다.
선택된 참가자와 이웃한 선한 참가자 1명은 그날 낮까지 중독됩니다.
",,독침붕이 참가자 1명을 선택합니다. 그 참가자는 사망합니다. 사망자와 이웃한 선한 참가자들에게 '중독됨' 리마인더를 놓습니다.,"중독됨1, 중독됨2",,,,,
blastoise,,거북왕,townsfolk,pokemon1,"매일 밤, 숫자를 선택합니다. 그 거리만큼 떨어진 참가자 2명에게 물대포를 갈깁니다. 그 참가자들은 낮까지 중독, 취함이 씻깁니다.
",거북왕이 선택한 숫자만큼 떨어진 참가자 2명에게 '물대포' 리마인더를 놓습니다.,거북왕이 선택한 숫자만큼 떨어진 참가자 2명에게 '물대포' 리마인더를 놓습니다.,"물대포, 물대포",,,,,
bulbasaur,,이상해씨,townsfolk,pokemon1,"2명의 참가자 중 꼬부기를 알고 시작합니다.
정확히 세번째 밤에 이상해꽃으로 진화합니다.
",꼬부기 토큰을 보여주고 두 명의 참가자를 가리킵니다. 둘 중 한명은 꼬부기여야 합니다.,,"꼬부기, 틀림",,,,,
charizard,,리자몽,townsfolk,pokemon1,"매일 밤*, 어제와 다른 참가자를 1명 선택해 불대문자를 갈깁니다.
악마가 선택되면 효과는 뛰어났다!! 그날 밤 악마는 활동하지 않지만, 리자몽이 누군지 알게 됩니다.
",,어제와 다른 참가자 1명을 선택합니다. 악마를 지명했다면 악마를 깨워 리자몽이 누군지 알려줍니다. 악마는 오늘 밤 활동하지 않습니다.,불대문자,,,,,
charmander,,파이리,townsfolk,pokemon1,"2명의 참가자 중 이상해씨를 알고 시작합니다.
정확히 세번째 밤에 리자몽으로 진화합니다.",이상해씨 토큰을 보여주고 두 명의 참가자를 가리킵니다. 둘 중 한명은 이상해씨여야 합니다.,,"이상해씨, 틀림",,,,,
ditto,,메타몽,townsfolk,pokemon1,"자신의 능력이 무엇인지 모릅니다. 자신이 메타몽이라고 주장하면 처형될 수 있습니다. 자연으로 돌아가면 자신의 능력이 무엇이었는지 낮에 비밀스럽게 사회자에게 들을 수 있습니다.
",메타몽의 전체 능력을 결정하세요. 만약 메타몽의 능력으로 인해 오늘 밤 깨어나야 한다면 메타몽을 깨우고 능력을 실행하세요. (반드시 마지막에 깨우세요),만약 메타몽의 능력으로 인해 오늘 밤 깨어나야 한다면 메타몽을 깨우고 능력을 실행하세요. (반드시 마지막에 깨우세요),?,,,,,
electrode,,붐볼,minion,pokemon1,"붐볼이 처형되면 그날 밤 선한 참가자 2명까지 자연으로 돌아 갈 수도 있습니다
",,"낮에 처형되었다면, 살아있는 선한 참가자 2명이 죽을 수 있습니다.",처형됨,,,,,
gastly,,고오스,outsider,pokemon1,"자신이 마을주민이라고 알 수도 있습니다. 하수인과 악마는 서로 모르며 하수인들만 블러핑 포켓몬을 받습니다. 살아 있다면, 정확히 세번째 밤이 끝날 때 팬텀으로 진화하고 악팀이 됩니다.[+ 팬텀]",고오스에게 '밤1' 리마인더를 놓습니다.,"고오스에게 '밤1' 리마인더가 있다면 '밤2' 리마인더를, '밤2' 리마인더가 있다면 '진화' 리마인더를 놓습니다. '진화' 리마인더가 있다면 팬텀으로 토큰을 교체합니다. 하수인과 악마를 모두 깨워 서로를 확인시킵니다.","밤1, 밤2, 진화",고오스임,,,,
gengar,,팬텀,demon,pokemon1,"매일 밤*, 참가자 1명을 선택해 자연으로 돌려보냅니다.
[+0~1 외지인]
",,팬텀이 참가자 1명을 선택합니다. 그 참가자는 사망합니다.,,,,,,
greninja,,개굴닌자,townsfolk,pokemon1,"매일 밤, 참가자를 1명 선택해 낮까지 중독 시키지만 악마에겐 효과가 없습니다. 개굴닌자는 누구에게나 악팀으로 보입니다.(악마와 하수인에게도)",개굴닌자가 가리킨 참가자가 악마가 아닌 경우에만 '중독됨' 리마인더를 놓습니다.,개굴닌자가 가리킨 참가자가 악마가 아닌 경우에만 '중독됨' 리마인더를 놓습니다.,중독됨,,,,,
