id,image,name,team,edition,ability,firstNightReminder,otherNightReminder,reminders,remindersGlobal,firstNight,otherNight,flavor,note
matron,,사감,traveler,bmr,"매일, 최대 3쌍의 2명의 참가자를 선택하여 자리를 바꿀 수 있습니다. 참가자들은 사적으로 대화하기 위해 자리를 떠날 수 없습니다.",,,,,,,,
alhadikhia,,알-하디키아,demon,experimental,"매일 밤*, 3명의 참가자를 선택할 수 있고 모든 참가자에게 공개됩니다. 선택된 참가자들은 각자 비밀리에 생사를 결정하지만 전부 살아남게 되면 전부 죽습니다.",,"알-하디키아가 3명의 참가자를 선택합니다. 첫 번째 참가자를 발표하고, 그들을 깨워 살기 위해 고개를 끄덕이거나 죽기 위해 고개를 흔들게 합니다. 그에 따라 죽이거나 부활시킨 후, 다시 재우고 다음 참가자를 발표합니다. 이 과정 후 3명 모두 살아있다면, 3명 모두 죽습니다.","1,2,3,죽음 선택,삶 선택",,,,,
kazali,,카잘리,demon,experimental,"매일 밤*, 참가자 한 명을 선택하세요: 그 참가자는 사망합니다. [당신이 어떤 참가자가 어떤 하수인이 될지 선택합니다. 외지인 -?, +?]","Wake the Kazali, allow them to choose Minions.",The Kazali chooses a player. ,죽음,,,,,
leviathan,,리바이어던,demon,experimental,"2명 이상의 선한 참가자가 처형되면, 당신이 승리합니다. 모든 참가자는 당신이 게임에 있다는 것을 알고 있습니다. 5일 후에는 악이 승리합니다.",리바이어던 '1일차' 표시를 놓습니다. '리바이어던이 게임에 있습니다; 이것은 1일차입니다'라고 발표합니다.,리바이어던 일차 리마인더를 다음 날로 변경합니다.,"1일차,2일차,3일차,4일차,5일차,선한 참가자 처형됨",,,,,
yaggababble,,야가바블,demon,experimental,게임 시작 시 비밀 문구를 알게 됩니다. 해당 문구를 말할 때마다 플레이어가 한 명씩 죽을 수 있습니다.,"비밀 문구를 정하고, 야가바블을 깨워 그 비밀 문구를 알려주세요.","야가바블이 오늘 그 문구를 말한 횟수만큼 당신은 참가자를 골라 죽일 수 있습니다.
",죽음,,,,"모르그 가의 살인 사건? Фальшивые новости!
바스커빌 가의 개? Фальшивые новости!
나일강의 죽음? Фальшивые новости!",
boffin,,과학자,minion,experimental,악마는 (취하거나 중독된 상태라도) 게임에 등장하지 않은 선한 캐릭터의 능력을 가집니다. 당신과 악마 둘 다 어떤 능력인지 알고 있습니다.,과학자와 악마를 깨웁니다. 게임에 등장하지 않은 선한 캐릭터 토큰을 보여줍니다. 과학자와 악마를 다시 재웁니다.,,,,,,,
boomdandy,,폭탄광,minion,experimental,"당신이 처형되면, 3명을 제외한 모든 참가자가 죽습니다. 10초 후, 가장 많은 참가자가 가리키는 참가자가 죽습니다.",,,,,,,째깍... 째깍... 째깍... 펑!,
harpy,,하피,minion,experimental,매일 밤 2명의 참가자를 선택합니다. 다음날 첫번째 참가자는 두번째 참가자가 악마라고 광적으로 설득해야 합니다. 그렇지 않으면 둘 중 한명은 죽을 수 있습니다.,,,,,,,오늘따라 하늘이 유난히도 맑구나... 내 위도 드리운 어둠의 그림자처럼 말이야,
organgrinder,,오르간 연주자,minion,experimental,모든 참가자들은 눈을 감고 투표를 해야하며 투표 결과는 비밀입니다. 매일 밤마다 자신이 술에 취했는지 아닌지를 선택합니다.,"오르간 연주자는 취하고 싶을 때는 고개를 끄덕이고, 맨정신이고 싶을 때는 고개를 젓습니다.","오르간 연주자는 취하고 싶을 때는 고개를 끄덕이고, 맨정신이고 싶을 때는 고개를 젓습니다.","처형 대상, 취함",,,,핸들이 빙글빙글 돌아가네. 춤을 더 많이 출수록 정신은 더욱 혼미해지지.,
vizier,,고관,minion,experimental,"모든 참가자들은 당신이 누구인지 알고 있습니다. 당신은 낮에는 죽지 않습니다. 선한 진영이 투표했다면, 당신은 즉시 처형을 집행할 수 있습니다.",Announce the Vizier player to the group.,,,,,,,
plaguedoctor,,역병의사,outsider,experimental,"당신이 죽을 경우, 이야기꾼은 하수인의 능력을 하나 얻습니다.",,"역병의사가 사망한 경우, 역병의사의 캐릭터 토큰을 게임에 참여하지 않은 하수인 토큰으로 교체하고, '역병의사임' 알림 토큰을 함께 배치합니다 (해당 플레이어는 여전히 선한 역병의사로 간주됩니다). 이후 이 하수인이 원래 능력을 사용할 차례가 되면, 이야기꾼이 관련 선택을 합니다.",역병의사임,,,,"긴장하지 말고 움직이지 마세요. 회복하는데 시간이 필요해요. 두려워하지 마세요, 몰약을 바르겠습니다.",
hatter,,모자장수,outsider,experimental,오늘 낮이나 밤에 죽으면 하수인과 악마 참가자들은 각자 같은 유형의 새로운 캐릭터를 선택할 수 있습니다.,,"모자장수에게 '오늘 밤 다과회' 표식이 있다면: 하수인과 악마 플레이어들을 깨웁니다. '이 캐릭터가 당신을 선택했습니다' 정보 토큰을 보여준 뒤, 모자장수 토큰을 보여줍니다. 각 플레이어는 고개를 젓거나 현재 자신과 같은 유형의 다른 캐릭터를 가리킵니다. 만약 어떤 플레이어가 이미 다른 플레이어가 선택한 캐릭터를 고른다면, 고개를 저으며 다시 선택하도록 안내합니다. 그 후 플레이어들을 재웁니다. '오늘 밤 다과회' 표식을 제거하고, 각 플레이어의 캐릭터를 그들이 선택한 것으로 변경합니다.",오늘 밤 다과회,,,,One Hat. Too Hat. Three Hat. Tea Hat. Fore Hat. Thrive Hat. Six Hat. Sticks Hat.,
zealot,,광신도,outsider,experimental,"5명 이상의 참가자 살아있을 경우, 모든 지명에 대해 찬성해야 합니다.",,,,,,,,
acrobat,,곡예사,townsfolk,experimental,"매일 밤*, 선한 살아있는 이웃 중 하나라도 술에 취했거나 중독되었다면, 당신은 죽습니다.",,"만약 선한 살아있는 이웃이 술에 취했거나 중독되었다면, 곡예사 참가자는 죽습니다.",사망,,,,,
alchemist,,연금술사,townsfolk,experimental,"하수인 능력 하나를 갖습니다. 해당 능력 사용 시, 이야기꾼이 다른 선택을 하도록 요청할 수 있습니다.",YOU ARE' 토큰과 하수인 토큰을 보여줍니다.,,,연금술사임,,,,
amnesiac,,기억상실자,townsfolk,experimental,"당신은 자신의 능력이 무엇인지 모릅니다. 매일, 비공개로 자신의 능력이 무엇인지 추측하세요: 당신은 얼마나 정확한지 알게 됩니다.",기억상실자의 전체 능력을 결정하세요. 만약 기억상실자의 능력으로 인해 오늘 밤 깨어나야 한다면: 기억상실자를 깨우고 그들의 능력을 실행하세요.,만약 기억상실자의 능력으로 인해 오늘 밤 깨어나야 한다면: 기억상실자를 깨우고 그들의 능력을 실행하세요.,?,,,,,
atheist,,무신론자,townsfolk,experimental,"이야기꾼은 게임 규칙을 깰 수 있으며, 당신이 처형되면 당신이 죽었더라도 선이 승리합니다 [악한 캐릭터 없음]",,,,,,,,
balloonist,,기구조종사,townsfolk,experimental,"매일 밤, 당신은 전날 밤과 다른 유형의 캐릭터인 참가자를 알게 됩니다. [외지인 +0 또는 +1]",임의의 참가자를 보여줍니다.,이전에 보여준 캐릭터 유형과 다른 유형의 참가자를 보여줍니다.,어제확인,,,,,
banshee,,밴시,townsfolk,experimental,"악마에게 죽으면, 모든 참가자가 이를 알게 됩니다. 이후 하루에 2번 지명하고, 지명당 2표를 행사할 수 있습니다.",,,,,,,,
bountyhunter,,현상금 사냥꾼,townsfolk,experimental,"당신은 처음에 1명의 악한 참가자를 알고 시작합니다. 당신이 알고 있는 참가자가 죽으면, 오늘 밤 다른 악한 참가자를 알게 됩니다. [1명의 마을 주민이 악합니다]",1명의 악한 참가자를 가리킵니다. 악한 마을 주민을 깨우고 '당신은' 카드와 엄지 아래로 향한 악한 표시를 보여줍니다.,"알고 있던 악한 참가자가 죽었다면, 다른 악한 참가자를 가리킵니다.",알고 있음,,,,,
lycanthrope,,늑대인간,townsfolk,experimental,"매일 밤*, 살아있는 참가자 중 한 명을 선택합니다. 그 사람이 선하다면 죽고, 악마는 오늘밤 죽일 수 없습니다. 선한 참가자 중 한 명이 모두에게 악팀으로 간주됩니다.",선한 참가자 한 명에게 '악으로 간주' 토큰을 놓습니다.,"늑대인간이 살아있는 참가자를 가리킵니다: 선하다면, 그들은 죽고 오늘 밤 다른 누구도 죽을 수 없습니다.","사망, 악으로 간주",,,,문명이라는 얇은 막 아래에는 광기가 울부짖고 있다.,
nightwatchman,,야간 경비대,townsfolk,experimental,"게임 중 한 번, 밤에 참가자 한 명을 선택합니다: 그들은 당신이 누구인지 알게 됩니다.","야간 경비대가 참가자를 가리킬 수 있습니다. 그 참가자를 깨우고, '이 캐릭터가 당신을 선택했습니다' 카드와 야간 경비대 토큰을 보여준 다음, 야간 경비대 참가자를 가리킵니다.","야간 경비대가 참가자를 가리킬 수 있습니다. 그 참가자를 깨우고, '이 캐릭터가 당신을 선택했습니다' 카드와 야간 경비대 토큰을 보여준 다음, 야간 경비대 참가자를 가리킵니다.",능력 없음,,,,,
puzzlemaster,,퍼즐마스터,townsfolk,experimental,"1명의 참가자가 술에 취해 있습니다, 당신이 죽어도 마찬가지입니다. 그가 누구인지 (한 번) 맞추면, 악마 참가자를 알게 되지만, 틀리면 거짓 정보를 얻습니다.",,,"술취함,추측 사용됨",,,,,
shugenja,,슈겐자,townsfolk,experimental,"게임 시작 시 가장 가까운 악한 참가자가 시계 방향으로 있는지 반시계 방향으로 있는지 알고 시작합니다. 만약 양쪽 거리가 동일하다면, 이 정보는 임의로 정해집니다.",,,,,,,"이것도 꿈, 저것도 꿈, 모든 것이 꿈일지니...",
villageidiot,,마을바보,townsfolk,experimental,"매일 밤, 참가자 한 명을 선택하세요: 당신은 그 참가자의 진영을 알게 됩니다. [마을 바보 +0~2. 추가된 바보 중 1명은 취함]","Choose a Village Idiot to be drunk. Wake the Village Idiots one at a time, they choose a player, show either good or evil thumbs according to the alignment of that player.","Wake the Village Idiots one at a time, they choose a player, show either good or evil thumbs according to the alignment of that player.",취함,,,,,
steward,,관리인,townsfolk,experimental,게임 시작 시 선한 참가자 1명을 알고 시작합니다.,Point to the good player marked ,,알고있음,,,,,
cannibal,,식인종,,experimental,"당신은 최근 처형된 사람의 능력을 가집니다. 그 사람이 악하다면, 선한 참가자가 처형으로 죽을 때까지 당신은 중독됩니다.",,,"중독됨,오늘 사망",,,,,
choirboy,,성가대 소년,,experimental,"악마가 왕을 죽이면, 당신은 어떤 참가자가 악마인지 알게 됩니다. [+ 왕]",,"왕이 악마에 의해 죽었다면, 성가대 소년을 깨우고 악마 참가자를 가리킵니다.",,,,,,
cultleader,,사이비교주,,experimental,"매일 밤, 당신은 살아있는 이웃의 진영이 됩니다. 모든 선한 참가자가 당신의 이교도에 합류하기로 선택하면, 당신의 팀이 승리합니다.","사이비교주의 진영이 바뀌었다면, 그에 따라 엄지 위로 선한 신호 또는 엄지 아래로 악한 신호를 보여줍니다.","사이비교주의 진영이 바뀌었다면, 그에 따라 엄지 위로 선한 신호 또는 엄지 아래로 악한 신호를 보여줍니다.",,,,,,
damsel,,아가씨,,experimental,"모든 하수인은 당신이 게임에 있다는 것을 알고 있습니다. 하수인이 공개적으로 당신을 맞추면(한 번), 당신의 팀이 패배합니다.","모든 하수인을 깨우고, '이 캐릭터가 당신을 선택했습니다' 카드와 아가씨 토큰을 보여줍니다.","사냥꾼에 의해 선택되었다면, 아가씨를 깨우고 '당신은' 카드와 게임에 없는 마을 주민 토큰을 보여줍니다.",추측 사용됨,,,,,
engineer,,기술자,,experimental,"게임당 한 번, 밤에 악마나 하수인의 캐릭터를 변경할 수 있습니다.","기술자가 '아니오' 머리 신호를 보이거나, 악마를 가리키거나, 관련된 수의 하수인을 가리킵니다. 기술자가 캐릭터를 선택했다면, 악마나 하수인을 선택한 것으로 교체한 다음, 관련 참가자들을 깨워 '당신은' 카드와 관련 캐릭터 토큰을 보여줍니다.","기술자가 '아니오' 머리 신호를 보이거나, 악마를 가리키거나, 관련된 수의 하수인을 가리킵니다. 기술자가 캐릭터를 선택했다면, 악마나 하수인을 선택한 것으로 교체한 다음, 관련 참가자들을 깨워 '당신은' 카드와 관련 캐릭터 토큰을 보여줍니다.",능력 없음,,,,"구부러지면 좋고, 부서지면? 뭐, 어차피 고쳐야 했을 거예요.",
farmer,,농부,,experimental,"당신이 밤에 죽으면, 살아있는 선한 참가자 한 명이 농부가 됩니다.",,"농부가 오늘 밤 죽었다면, 다른 선한 참가자를 선택하여 농부로 만듭니다. 이 참가자를 깨우고, '당신은' 카드와 농부 캐릭터 토큰을 보여줍니다.",,,,,,
fearmonger,,공포조장가,,experimental,"매일 밤, 참가자 한 명을 선택합니다. 당신이 그들을 지명하고 처형하면, 그들의 팀이 패배합니다. 당신이 새로운 참가자를 선택하면 모든 참가자가 알게 됩니다.",공포조장가가 참가자를 가리킵니다. 그 참가자 옆에 공포 토큰을 놓고 공포조장가 능력으로 새로운 참가자가 선택되었음을 알립니다.,"공포조장가가 참가자를 가리킵니다. 전날 밤과 다르다면, 그 참가자 옆에 공포 토큰을 놓고 공포조장가 능력으로 새로운 참가자가 선택되었음을 알립니다.",공포,,,,,
fisherman,,어부,,experimental,"게임 중 한 번, 낮 동안 이야기꾼을 방문하여 승리를 돕는 조언을 얻을 수 있습니다.",,,능력 없음,,,,,
gangster,,갱스터,,experimental,"하루에 한 번, 다른 살아있는 이웃이 동의한다면 살아있는 이웃 한 명을 죽일 수 있습니다.",,,,,,,,
general,,장군,,experimental,"매일 밤, 이야기꾼이 어느 진영이 이기고 있다고 생각하는지 알게 됩니다: 선, 악, 또는 어느 쪽도 아님.","장군에게 선이 이기고 있다면 엄지 위로, 악이 이기고 있다면 엄지 아래로, 어느 쪽도 아니라면 엄지를 옆으로 보여줍니다.","장군에게 선이 이기고 있다면 엄지 위로, 악이 이기고 있다면 엄지 아래로, 어느 쪽도 아니라면 엄지를 옆으로 보여줍니다.",,,,,,
goblin,,고블린,,experimental,"당신이 지명되었을 때 공개적으로 자신이 고블린이라고 주장하고 그 날 처형된다면, 당신의 팀이 승리합니다.",,,주장함,,,,,
golem,,골렘,,experimental,"게임 중 한 번만 지명할 수 있습니다. 지명할 때, 지명된 사람이 악마가 아니라면 그들은 죽습니다.",,,지명할 수 없음,,,,,
heretic,,이단자,,experimental,"승리하는 쪽이 패배하고, 패배하는 쪽이 승리합니다. 당신이 죽어도 마찬가지입니다.",,,,,,,,
highpriestess,,고위여사제,,experimental,"매일 밤, 당신이 가장 많이 대화를 나눠야 할 참가자를 이야기꾼이 알려줍니다.",,,,,,,,
huntsman,,사냥꾼,,experimental,"게임 중 한 번, 밤에 살아있는 참가자 한 명을 선택합니다: 아가씨가 선택되면, 게임에 없는 마을 주민이 됩니다. [+아가씨]","사냥꾼이 고개를 '아니오'로 젓거나 참가자를 가리킵니다. 아가씨를 가리켰다면, 그 참가자를 깨우고 '당신은' 카드와 게임에 없는 캐릭터 토큰을 보여줍니다.","사냥꾼이 고개를 '아니오'로 젓거나 참가자를 가리킵니다. 아가씨를 가리켰다면, 그 참가자를 깨우고 '당신은' 카드와 게임에 없는 캐릭터 토큰을 보여줍니다.",능력 없음,,,,,
king,,왕,,experimental,"매일 밤, 만약 죽은 자가 산 자보다 많다면, 당신은 살아있는 캐릭터 1개를 알게 됩니다. 악마는 당신이 누구인지 알고 있습니다.","악마를 깨우고, '이 캐릭터가 당신을 선택했습니다' 카드를 보여주고, 왕 토큰을 보여준 다음 왕 참가자를 가리킵니다.","죽은 자가 산 자보다 많다면, 왕에게 살아있는 참가자의 캐릭터 토큰을 보여줍니다.",,,,,,
knight,,기사,,experimental,악마가 아닌 2명의 참가자를 알고 시작합니다.,,,,,,,,
legion,,군단,,experimental,"매일 밤*, 참가자 한 명이 죽을 수 있습니다. 오직 악한 세력만 투표했다면 처형은 실패합니다. 당신은 하수인으로 보일 수 있습니다. [대부분의 참가자가 군단이 됨]",,"참가자 한 명을 선택합니다, 그 참가자는 죽습니다.","사망,곧 사망",,,,,
lilmonsta,,릴'몬스타,,experimental,"매일 밤, 하수인들은 누가 릴'몬스타의 토큰을 돌볼지와 '악마가 될지'를 선택합니다. 매일 밤* 한 참가자가 죽습니다. [하수인 +1]","모든 하수인을 함께 깨우고, 누가 릴'몬스타를 돌볼지 가리켜 투표하도록 합니다.","모든 하수인을 함께 깨우고, 누가 릴'몬스타를 돌볼지 가리켜 투표하도록 합니다. 참가자 한 명을 선택합니다, 그 참가자는 죽습니다.",,"악마임,사망",,,,
lleech,,거거머리,,experimental,"매일 밤*, 참가자 한 명을 선택해 죽입니다. 게임 시작 시 살아있는 참가자 한 명을 선택해 숙주로 만들고 중독시킵니다. 숙주가 살아있으면 죽지 않고, 숙주가 죽으면 같이 죽습니다.",거거머리가 참가자를 가리킵니다. 중독 리마인더 토큰을 놓습니다.,거거머리가 참가자를 가리킵니다. 그 참가자는 죽습니다.,"사망,중독됨",,,,,
lordoftyphon,,티폰의 군주,,experimental,"매일 밤*, 참가자 한 명을 지목하면 그 참가자가 사망합니다. [악마 진영은 모두 나란히 앉아있고, 당신이 그들 가운데 위치합니다. 하수인이 1명 추가되며, 외지인 수가 늘어나거나 줄어들 수 있습니다.]","티폰의 군주의 양옆 참가자들을 하수인으로 교체하고, 그들을 깨워 새로운 진영과 직업을 알려준 뒤, 하수인 정보를 전달합니다.",티폰의 군주는 참가자를 선택합니다.,사망,,,,,
magician,,마술사,,experimental,악마는 당신을 하수인으로 생각합니다. 하수인들은 당신을 악마로 생각합니다.,,,,,,,,
marionette,,꼭두각시,,experimental,당신은 자신이 선한 캐릭터라고 생각하지만 그렇지 않습니다. 악마는 당신이 누구인지 알고 있습니다. [당신은 악마와 이웃합니다],악마 옆의 선한 참가자 중 한 명을 선택하고 꼭두각시임 리마인더 토큰을 놓습니다. 악마를 깨우고 그들에게 꼭두각시를 보여줍니다.,,,꼭두각시임,,,,
mezepheles,,메제펠레스,,experimental,당신은 처음에 비밀 단어를 알고 시작합니다. 이 단어를 말하는 첫 번째 선한 참가자는 그날 밤 악한 세력이 됩니다.,메제펠레스에게 그들의 비밀 단어를 보여줍니다.,메제펠레스의 비밀 단어를 말한 첫 번째 선한 참가자를 깨우고 '당신은' 카드와 엄지 아래로 악한 신호를 보여줍니다.,"악해짐,능력 없음",,,,,
noble,,귀족,,experimental,"당신은 처음에 3명의 참가자를 알고 시작하며, 그 중 오직 1명만이 악합니다.",특정 순서 없이 1명의 악한 참가자를 포함한 3명의 참가자를 가리킵니다.,,본,,,,,
ogre,,오우거,outsider,experimental,"첫날 밤, 자신 외의 참가자 한 명을 선택합니다. 어느 쪽인지 모른 채 그와 같은 진영이 되며, 취하거나 중독되어도 이 능력은 반드시 적용됩니다.",,,친구,,,,,
ojo,,오호,,experimental,"매일 밤* 한 명의 캐릭터를 선택하면 그 캐릭터는 사망합니다. 만약 선택한 캐릭터가 게임에 없다면, 이야기꾼이 누가 사망할지 결정합니다.",,,,,,,"달빛 없는 밤의 모닥불처럼... 난 너를 보고 있다, 필멸자여.","ojo(오호)는 스페인어로 '눈(eye)'을 의미합니다. 캐릭터의 배경 설명에 등장하는 모닥불과 연관 지어, 오호의 캐릭터 아이콘은 불타오르는 눈동자의 모습을 하고 있습니다."
pixie,,픽시,,experimental,"당신은 처음에 게임에 있는 마을 주민 1명을 알고 시작합니다. 당신이 이 캐릭터라고 미쳐 있었다면, 그들이 죽을 때 그들의 능력을 얻습니다.",픽시에게 게임에 있는 마을 주민 캐릭터 토큰 1개를 보여줍니다.,,"미침,능력 있음",,,,,
politician,,정치인,,experimental,"당신이 팀의 패배에 가장 큰 책임이 있는 참가자였다면, 당신은 진영을 바꾸고 승리합니다, 죽었더라도 마찬가지입니다.",,,,,,,,
poppygrower,,양귀비 재배자,,experimental,"하수인들과 악마는 서로를 모릅니다. 당신이 죽으면, 그들은 그 날 밤 서로가 누구인지 알게 됩니다.",악마/하수인들에게 서로가 누구인지 알리지 마세요,"양귀비 재배자가 죽었다면, 하수인들/악마에게 서로가 누구인지 보여줍니다.",악이 깨어남,,,,,
preacher,,설교자,,experimental,"매일 밤, 참가자 한 명을 선택합니다: 선택된 하수인은 이것을 알게 됩니다. 선택된 모든 하수인들은 능력이 없습니다.","설교자가 참가자를 선택합니다. 하수인이 선택되면, 하수인을 깨우고 '이 캐릭터가 당신을 선택했습니다' 카드를 보여준 다음 설교자 토큰을 보여줍니다.","설교자가 참가자를 선택합니다. 하수인이 선택되면, 하수인을 깨우고 '이 캐릭터가 당신을 선택했습니다' 카드를 보여준 다음 설교자 토큰을 보여줍니다.",설교 중,,,,,
psychopath,,사이코패스,,experimental,"매일, 지명 전에 공개적으로 참가자 한 명을 선택할 수 있습니다: 그들은 죽습니다. 처형되면, 가위바위보에서 질 때만 죽습니다.",,,,,,,,
riot,,폭동,,experimental,"3일차에 하수인들이 폭동으로 변합니다. 지명된 사람들은 사망하지만, 그 즉시 살아있는 다른 참가자를 지명해야 합니다. 지명은 무조건 이뤄져야 합니다.",,,,,,,,
snitch,,밀고자,,experimental,하수인들은 처음에 게임에 없는 캐릭터 3개를 알고 시작합니다.,하수인 정보 후 각 하수인을 깨우고 게임에 없는 캐릭터 토큰 3개를 보여줍니다. 이들은 서로 같거나 다를 수 있으며,악마에게 보여준 것과도 같거나 다를 수 있습니다.,,,,,,
summoner,,소환사,,experimental,게임에 참가하지 않는 직업 3개를 알고 시작합니다. 3번째 밤에 참가자를 선택해서 원하는 악마로 만들 수 있습니다. [악마 없음],,,,,,,,
widow,,과부,,experimental,첫날밤 그리모어를 보고 한 명을 선택해서 중독시킵니다. 1명의 선한 참가자는 과부가 게임에 있다는 것을 알고 시작합니다.,"과부에게 필요한 만큼 오래 그리모어를 보여줍니다. 과부가 참가자를 가리킵니다. 그 참가자는 중독됩니다. 선한 참가자 한 명을 깨웁니다. '이 캐릭터들이 게임에 있습니다' 카드를 보여준 다음, 과부 캐릭터 토큰을 보여줍니다.",,중독됨,알고 있음,,,,
minion_info,,하수인 정보,,info,,"7명 이상의 플레이어가 있을 때, 모든 하수인들을 깨워서 ""악마임"" 토큰을 보여주고 악마를 가리킵니다. ""하수인들임"" 토큰을 보여주고 다른 하수인들을 가리킵니다.",,,,13,,,
demon_info,,악마 정보,,info,,"7명 이상의 플레이어가 있을 때, 악마를 깨워서 ""하수인들임"" 토큰을 보여주고 모든 하수인들을 가리킵니다. ""이 캐릭터들은 게임에 없음"" 토큰을 보여주고 게임에 포함되지 않은 선한 캐릭터 토큰 3개를 보여줍니다.",,,,17,,,
fanggu,,팡구,demon,snv,"매일 밤* 한 명을 선택해 죽입니다. 이 능력으로 외지인을 처음 죽이면, 그 외지인은 사악한 팡구로 변하고 당신이 대신 죽습니다. [외지인 +1]",,"팡구가 참가자를 가리킵니다. 그 참가자는 죽습니다. 또는, 그 참가자가 외지인이고 다른 팡구가 게임에 없다면: 팡구가 선택된 참가자 대신 죽습니다. 선택된 참가자는 이제 악한 팡구가 됩니다. 새로운 팡구를 깨웁니다. '당신은' 카드를 보여준 다음 팡구 토큰을 보여줍니다. '당신은' 카드를 보여준 다음 엄지 아래로 '악한' 손 신호를 보여줍니다.","사망,한 번",,,,네가 가진 그 높은 성벽과 예리한 무기들은 그저 허망하게 사라질 물거품에 불과하다.,
nodashii,,노다시,demon,snv,매일 밤* 한 명을 선택해 죽입니다. 당신과 인접한 두 명의 마을 주민은 중독 상태가 됩니다.,,노다시가 참가자를 가리킵니다. 그 참가자는 죽습니다.,"사망, 중독됨, 중독됨",,,,"아르노크의 죄악으로, 나는 네 썩은 악취를 느낀다. 저주받은 태양과 그 아래 히죽거리는 작은 신들의 군단으로, 나는 너를 타락시키리라. 축복받은 밤과 끔찍하고 신성하지 못한 바다의 깊은 심연으로, 나는 이 세상에서 네 비천한 생명을 끝내리라.",
vigormortis,,비거모티스,demon,snv,"매일 밤* 한 명을 선택해 죽입니다. 당신이 죽인 하수인은 자신의 능력을 유지하며, 그와 이웃한 마을 주민 중 한 명이 중독됩니다. [외지인 -1]
",,"비거모티스가 참가자를 가리킵니다. 그 참가자는 죽습니다. 하수인이라면, 그들은 능력을 유지하고 그들의 마을 주민 이웃 중 한 명이 중독됩니다.","사망,능력 있음,중독됨",,,,"모든 문은 하나의 문이요, 모든 열쇠는 하나의 열쇠라. 모든 잔 또한 하나의 잔이나, 내가 주는 물을 마시는 자는 영원히 목마르지 아니하리니, 그 물은 그 안에서 영생으로 솟아나는 샘물이 되리라.",
vortox,,볼톡스,demon,snv,매일 밤* 한 명을 선택해 죽입니다. 마을 주민의 능력은 거짓 정보만 제공합니다. 매일 아무도 처형되지 않으면 악이 승리합니다.,,볼톡스가 참가자를 가리킵니다. 그 참가자는 죽습니다.,사망,,,,"흑백이 뒤바뀌고, 옳고 그름이 사라지며 좌우가 뒤섞여, 길고 짧음도 분간할 수 없네.
모든 것이 혼돈 속에 빠져 길을 잃었으니 눈앞의 진실조차 보이지 않으리라.
답을 찾으려 하느냐? 나를 따르라...",
